,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
ABW,25.214327130307144,25.15916987852857,25.44019208645357,25.839735847921425,26.058126177096423,26.16638837560357,26.494420733392847,26.99456787094286,27.30193219851429,27.198112487903575,26.70765250089642,25.83140672983214
AFG,-1.3176499867769453,1.5136499857931205,6.508558091563252,12.122643752081645,17.538630168030522,22.53465757838924,24.691299910997646,22.92455066525887,18.018476867825246,11.59243025974917,4.8529151553551575,-0.18173230479952046
AGO,23.887148389304343,23.946893135073843,24.078001911325078,23.814747425108003,22.69860816112182,21.306612074127873,21.242443250215178,22.959208162211336,25.11910603176647,25.68132504773649,24.786504591637033,24.07461979108867
ALB,6.052463349790607,6.778387523811512,8.919838678085359,12.198169890145476,16.479806809315477,21.261943271815472,24.726327805915485,24.45449211446666,19.715959821450003,14.379248119750482,9.923925490499524,7.271595909489832
AND,8.785665239633571,9.479131426132144,10.824868338582856,12.832859584214285,15.767558507078567,19.59274074040714,22.470312935685705,22.260216849321427,19.218331473399996,15.259169442257145,11.740152631475004,9.549895150414287
ARE,17.56820974579745,20.018983178951526,24.65691764977704,29.658905340443884,33.860258763945914,37.084832950243374,37.851346230399486,36.81662298685817,34.20575340437653,29.447545576843368,23.824745178111222,18.86652358670102
ARG,20.636240990595375,20.191020326658208,18.006368962225192,14.389796215069556,10.739385866760363,8.333221403906487,7.831360282279107,9.091245210976526,11.361818806376363,14.035045518809218,17.0120244914279,19.454129648976448
ARM,-1.5974788119512426,-0.17965175081630877,3.445742143856036,8.21236376082193,13.358625793497927,18.293775721537855,22.149304852792856,21.805818612387863,16.360330636272145,10.098982892750929,3.9328397478328996,0.026139831397902935
ASM,28.288068499642858,28.494337899007142,28.523503985132148,28.435259138325,27.989954267517845,27.292148044853576,26.730613708214285,26.554397582849994,26.738265991367864,27.141940525167858,27.596585954967857,27.992304120842856
ATG,25.129855019512508,24.71382849538393,24.67983845326071,25.025353022614286,25.634575980242854,26.227610452023217,26.782398224046432,27.301798683594644,27.53543254290357,27.37930243363929,26.807138715292865,25.913369859969638
AUS,27.338835415618668,26.781202344261356,25.362382546043968,22.69638938784318,19.176820426738654,16.297473377089883,15.545219959050522,17.197620200312794,20.248542548417664,23.445154787088192,25.63317854161591,26.890332389755986
AUT,0.1479037394739338,0.9394456938917041,3.275607716004688,7.050096883455908,11.790333536705388,16.036448094382468,18.30251530226331,17.165012904839937,12.955625955300878,8.13596056661159,3.900072073011588,1.1826880318442246
AZE,1.7926607006663995,2.8639297486758695,5.890084006476739,10.076997831225778,14.966850974420812,19.863170078646426,23.518961225111365,23.136798808998375,18.390772040001625,12.847865216295391,7.211337201006188,3.443251969079155
BDI,20.50689079655595,21.14927636988214,21.55356270914524,21.61755225736071,21.187109810982147,20.77732522112024,20.92111496686905,21.862364995845237,22.390958150491663,21.748300824392857,20.69443148661667,20.222205025520235
BEL,4.178563617485126,4.538157690209048,5.917069752980774,8.565423874663214,12.040496462657677,15.606682913701784,17.730494544725598,17.097221192738097,14.183769771001192,10.29090336403881,7.026128496450001,4.991824740401905
BEN,24.05907521928884,26.566914967756695,29.376423699260272,30.04775701243661,28.982789584335716,27.850952285032132,26.75667353994509,26.037893023073217,26.58336530399285,27.179583004287505,26.39147812989287,24.160363061079465
BFA,22.910533905421943,25.79421934810051,29.316805313852296,31.180595631826783,30.760388743860705,29.575604808390306,28.26043086105638,27.228135011427046,27.75054464537424,28.04436267135765,26.23361478558954,23.125025378947445
BGD,17.03577793703932,19.768644823167072,23.65140511631571,27.02494376073142,28.495700291004994,28.25278788978465,27.044157627999997,26.449010794458218,25.680377415121068,23.570459202234993,20.233461870390077,17.341220856191892
BGR,2.695091519911248,3.6319040570730636,6.404568399581918,10.583042145117812,15.485148838235713,20.27273872969018,23.44882474671116,22.996660232339284,17.819953101128124,12.06153692499643,7.0577635084144195,4.082874843215661
BHR,16.07763562888572,18.35872650147143,22.444670540703566,26.78942108179643,31.163113184917854,35.12539454868572,36.87447030185357,36.352212088603565,33.58822958808572,28.82926940904643,22.705450876025,17.47830527236786
BHS,24.012550899191073,23.688806942303575,23.86152335589286,24.61481162448884,25.766716276170083,26.975680759821877,27.842741012820536,28.226650510495535,28.129724638691517,27.410605294536158,26.172772270782144,24.90818227996116
BIH,3.1299674626204275,3.98096011934977,6.378547668488693,10.029385339457022,14.556496211204106,19.1420742216125,22.17912492273809,21.672376723436315,16.915873391822025,11.630709330092916,7.137175060222323,4.318335396866136
BLR,-5.723276099470047,-5.2226163124350204,-1.279046039190375,5.13194352747133,12.067483396135176,17.14915263865357,19.51427124906122,17.782123020153318,12.027130905472143,5.946133360579158,0.4840934130949703,-3.5860724936069905
BLZ,22.965982709835714,23.687574931708035,25.571089335513392,27.459554944793755,27.886265345420536,27.570246015788392,27.68141773799197,27.8176904407625,27.23374639214464,25.988948276753568,24.590438025266966,23.35686329368661
BMU,19.237731933225,18.753009251560716,18.726401193189282,19.39907291945,20.97980499193571,23.374468122471427,25.396997724178572,26.323577880799995,25.967572893132143,24.39781624878929,22.16195351780357,20.30576760393214
BOL,22.637986434519878,22.406403304236363,21.834100077689605,20.792330146273635,19.087381865164353,17.441859224043,17.559547882909023,20.263501704727133,23.212722204275885,23.918007412928493,23.549320048776536,22.973069269681506
BRA,26.274798121776687,26.285041399369085,26.069757136105416,25.391451216719737,24.24641042237892,23.163928850171747,23.329747162836497,25.239404748281753,27.33814532695166,27.9551405492649,27.348350312239194,26.553134247950933
BRB,25.347020830346427,24.96954127753214,24.996167864696428,25.3724506924893,25.92732456739643,26.441932678100006,26.93521009160714,27.442510332321433,27.66272299681071,27.50210898253215,27.002167838042855,26.11850302529643
BRN,25.967217854819644,25.96434947400804,26.480597632160713,26.955366679172325,27.212427684144643,27.155717032192847,26.905692236608935,26.87293488644553,26.856786183336595,26.718904495973216,26.629941395086608,26.358544758263395
BTN,4.083520253396506,6.7888470604071305,11.110725402660094,15.597358340729405,18.387586139477857,19.226513998852084,18.724271502172915,18.092630477533515,16.541285197016254,12.897512707924523,8.147831326522956,4.6680652074028375
BWA,25.00187864768631,24.401232992083635,23.50789242681801,21.490291958236014,18.133254732323067,15.445977801645133,15.219042414729127,18.156827563091976,22.87041514247321,25.87143416670313,25.886875424887055,25.43032005880654
CAF,24.280984270640523,26.24504563087802,27.555548783205634,26.93552193230879,25.91214089913448,25.234640645735713,24.84442805203187,24.547920477861,24.74663409568956,25.038806160384613,24.771751278346564,23.781848363123903
CAN,-20.562086616385677,-20.45295422576211,-15.852395091168615,-7.56493250377273,1.194310622935863,7.655822700357413,10.470157625145257,8.462096290595976,3.0815119946258065,-3.6690283801359347,-10.760814059279266,-16.751738211393555
CHE,1.0114989508096637,1.7595874241963538,3.6858753021411514,6.852497282623572,10.970260075010955,14.994140807002974,17.22278831180893,16.237321580905355,12.526061285418097,8.076058524010296,4.294623965292321,1.941274733740892
CHL,14.220973442514666,14.335123354204923,13.187500525543195,10.84876093571838,8.402066717338979,6.650324860413938,6.013769539134218,6.47823843650977,7.6591289869846095,9.273023430140771,11.165219307262415,13.000078396176649
CHN,-8.665359106407765,-5.657774274438958,0.2869650905029641,6.725093384462584,12.270259936104111,16.705973894063394,18.841047835241735,17.408892952450103,12.58041285588738,5.991077573634947,-0.9072969605260729,-6.835437256716866
CIV,25.358151260308414,27.279833969164798,28.795826114306376,28.63862158296556,27.680006688910968,26.61824603958878,25.650180738840046,25.168541343286734,25.527482791644896,26.107681119094135,26.164720029081376,25.142106192889536
CMR,23.677374703166215,25.54158265242872,27.15828287029762,27.083110083228572,26.307944843372468,25.646775473039884,25.05180940160714,24.669046447383923,24.94865680847306,25.28738585010357,24.803340276411014,23.465006238133036
COD,23.59457360119276,24.355937740917717,24.646524746255924,24.315869967604506,23.72075874011204,23.18151909272554,23.382845287202407,24.216466302948582,24.88031168577857,24.636671196939975,23.75556221695808,23.220164394213356
COG,25.04526008848615,25.869271823400222,26.118584428684596,25.67724888656361,25.262700694059824,25.074566636616517,25.187155519488392,25.26644986015089,25.25407552752746,25.06186471631898,24.694868564203798,24.494113241495086
COL,25.37212407224589,25.956699071500264,26.193946402588832,25.828907939316704,25.059709112540265,24.464449773887317,24.72987752609732,25.824667657688035,26.296190534366332,26.010902459684026,25.485100419242503,25.184677614785183
COM,28.068264552646433,28.136438641971434,28.36980329225715,28.343322753678574,27.541762215046422,26.31661442365,25.390565054914294,25.053400312110714,25.208188738578574,25.910515921717856,26.969365801478574,27.872508457553568
CPV,22.06153815195774,21.61242203466488,21.81037884666667,22.208491371044648,22.612734840420238,23.31640116359285,24.31949942445476,25.232900347320243,25.69502221972858,25.61888013546726,24.794320968893455,23.334235055043447
CRI,26.71586593341173,27.03612845307551,27.640037536459186,28.176105110294902,27.99507841798827,27.263201499752558,27.122485725492357,27.359838524348465,27.394938566443876,27.11175147858214,26.887229920039797,26.735311702583676
CUB,24.381964646261363,24.231466417168182,24.718832536663314,25.788182741591232,26.888831993081492,27.806913202906816,28.549958068414934,28.827320148170124,28.510908646846094,27.660662068894162,26.460242531743177,25.201565036461368
CYM,25.553957257939285,25.234692164878577,25.472157069510722,26.26398250003928,27.153891427085718,27.786324637410708,28.367817470567864,28.682000296296433,28.583885193246427,28.126296996575,27.303381783414284,26.313194275435716
CYP,12.250425066169731,12.422405787910268,13.747430801312591,16.000113623405355,19.182484490634824,22.623494829286606,25.472970690222322,26.17755235946339,24.1007690428259,20.633745739002677,16.627383913519648,13.690357208338396
CZE,-0.08921281104550285,0.5757465666895877,2.975709824291686,7.048261854248572,12.05084543382036,16.210182675031348,18.28990827281746,16.97964332196508,12.788622174878133,7.982915605785754,3.6932715763637622,0.9423403058068004
DEU,1.4808378490875111,1.8755189078175802,3.6325004033914445,6.971123123240017,11.258749226008536,15.114725167241161,17.154589898149464,16.19491773343786,12.81096033379973,8.599938419766731,4.872268077288082,2.4549497877272657
DJI,21.595336913529763,23.066796076264286,25.458356584453572,27.67469533283691,29.397818429521426,30.428031920958336,29.427311125116663,28.517188299669048,28.702216739052382,26.759853544558332,24.201140994471427,22.158729190225
DMA,25.26592254621071,24.856203351467855,24.833759853028567,25.182858057592863,25.778259277099995,26.343958173232142,26.868640354807145,27.37985556449643,27.61704690061428,27.469533647557142,26.92614746106786,26.044727870532146
DNK,1.5914828891048363,1.2970584688270501,2.4132899328839916,5.374680201053125,9.568481990302383,13.523826871424374,15.781956173162891,15.23725464181399,12.41774595388363,8.76898992643137,5.4008880796861245,2.905448277818718
DOM,25.257709140392855,25.02219118395774,25.162656511522624,25.629379635961307,26.259746551628574,26.913112821825592,27.517133077078572,27.926882788786315,27.963489533194046,27.5639279684625,26.84042431097976,25.939076196347024
DZA,11.2936563826262,13.99899085805868,18.06184020452319,22.16765045116545,26.38206346407332,30.10282434075367,32.012100249052466,31.14502066516593,27.579297540356617,22.23944788467723,16.13654249359539,11.906589346309255
ECU,23.706075177805477,23.94072905088358,24.106342279120003,24.155228169611906,23.842705572026667,23.283784993152377,23.150766135980234,23.51638205415738,23.552573140788336,23.45062154140762,23.466420346435,23.55134313726547
EGY,13.137405542792488,15.009501600629777,18.55552735208127,22.323763342675388,26.015691720014285,29.187804674900583,30.538364189581753,30.305174161632547,27.761723021237835,23.748710985571527,18.33508695547037,14.225530764694662
ERI,22.351859138312495,23.79852031586993,26.359384355190773,28.773557208430958,30.515883037139286,31.66337866987143,30.947334108311015,30.086274828347022,30.05701328479316,28.471004303986906,25.73014422895029,23.13981764691577
ESP,10.746248451624783,11.259346503719739,12.385363690278657,13.972174211165527,16.422065603075286,19.682075500583007,22.44435730652392,22.594186989357357,20.3885939292632,16.807939306966325,13.602282833385363,11.542672558304728
EST,-5.798071316586809,-6.115741048925683,-3.070862088959403,2.549325534377878,8.688005174870002,13.755405561770976,16.290741920666427,14.767610822479417,10.13435731628366,5.037186213929945,0.34723826819186693,-3.5510696683917886
ETH,22.430782068193338,23.991120356574815,25.619691237527217,26.149157755878182,25.718645603798652,25.365871827248935,24.485667283632434,24.191167558800878,24.697398418270847,24.09282799203504,23.0239492584806,22.202116830460422
FIN,-11.889890806988086,-11.801154630275816,-7.946348513583598,-1.4581196306834492,5.015836204787105,10.83626461031962,13.20357857431903,11.075646945100258,6.136750323473514,0.6933438438502046,-4.745146887622515,-9.388951659604867
FJI,27.59909384550804,28.037190573498215,28.02493422402768,27.545964104615184,26.53456905956786,25.389055252130362,24.536434173674998,24.247604914920537,24.467623029345535,25.009851182811612,25.848015649454464,26.7953395842375
FRA,5.787683858612503,6.33971094573913,7.737647878241256,10.063280774742424,13.273379900273852,16.96145583645292,19.456256156616558,19.0456324657039,16.010058151276006,11.975177913796767,8.635492233872641,6.594316754817422
FRO,5.764702388217857,5.572862352707321,5.708463396255536,6.4185344151967865,7.6109864371973215,9.314609527600357,10.925776345458928,11.366579873256427,10.403683798631963,8.603749411452322,7.071292877214643,6.139151436930178
FSM,28.096126011653563,27.967120579221433,28.044207254971433,28.177356174817852,28.28428468212738,28.349296570280952,28.376919700536906,28.459663390713086,28.453207833623814,28.398735772916663,28.42139471129881,28.374812897791664
GAB,25.46645237842665,26.065349956046436,26.427792895243414,26.28322785730605,25.922918130848622,25.587955013720883,25.317736531068956,25.25787722473489,25.421810443558247,25.46894719096181,25.26165209766071,25.151690388210987
GBR,5.588575570104906,5.60725394115216,6.355843069996598,8.05150268546477,10.459315054732627,13.194499468266958,14.938542043957,14.718644671416007,12.914377049154513,10.174215087985242,7.784093279142655,6.232088012702481
GEO,0.3907165525750735,1.2062300080201551,4.1645911080317,8.673538363694437,13.621915077997398,18.202828543641836,21.773399975744386,21.853900364953574,16.609237204256125,10.898894485465409,5.570067736544999,2.101139924994173
GHA,25.438185736764574,27.45861471226667,29.25995054679434,29.31730152297678,28.364601225739587,27.326860064418753,26.3596893493744,25.76999310083363,26.147168386682136,26.718757447912196,26.61431149065149,25.319149743817857
GIB,12.198219299315356,13.067974635110714,14.71906171565,16.80899483785714,19.93857138530357,23.804021562782143,27.016940525210718,26.993948800124997,24.37072971930714,19.744559151907144,15.602343967846428,13.037900652424996
GIN,24.632667938087337,26.617758416243834,28.568685061187328,29.081287830239937,28.525259042464285,27.30319124663182,26.1380504258815,25.535154664982468,25.884983012809737,26.521613381222405,26.309547523489933,24.680778998337342
GMB,24.858540126366076,26.85202189838929,29.12125342217679,30.417909894907144,30.593571799067856,30.025575910003575,29.032914843078572,28.384108407212494,28.765408107117853,29.280003139173214,28.243226732394646,25.466029575516067
GNB,26.33117348789643,27.18529864754732,28.085877826747318,28.288464137126777,28.087950297472315,27.771938868283033,27.295566831161608,26.845775604164285,27.123263223046433,27.763433456299108,27.93097005575803,26.778349467392854
GNQ,25.50271824432946,26.13036128439464,26.445676803617857,26.232942581066965,25.824695042248216,25.420617511927684,25.137596947974117,25.059915270358932,25.183408737098212,25.232700620100896,25.194799151031255,25.20639228859732
GRC,9.622267102624127,9.912105075842572,11.435214572595177,13.974587758364345,17.513846564103368,21.688627091971433,24.983897133482344,25.255039215430948,21.840610624861114,17.54317595458814,13.591153826510515,11.005210634054166
GRD,25.514857701074998,25.327813284792853,25.540966578982143,26.013347080871434,26.463684082253575,26.753531319828575,27.09996141716071,27.557078769624997,27.69197409476428,27.50732530888928,26.986114502007133,26.181943621039288
GRL,-27.21545104204805,-27.438827499371836,-25.589109474329128,-20.205475324487363,-12.291477656628203,-6.066611971107244,-3.6290520879673487,-5.797719135104094,-12.077095144310118,-18.041382955678326,-22.520792300529333,-25.676815198810882
GTM,23.115735268360712,23.957687533761224,25.94404804451275,27.81530964134898,28.053169405878577,27.479745825827045,27.55073812073316,27.62264672058776,26.958417308450503,25.78347856132092,24.553518645662756,23.422676086679083
GUM,26.809090750639278,26.48714011106429,26.6305509294,27.13504028264286,27.69922528962142,28.216303144660717,28.42615727040715,28.532269069199998,28.607063293192862,28.560756138592858,28.21496146100714,27.487832205182144
GUY,26.832172720616427,27.415738459805002,28.14692055858179,28.175224958220006,27.12489133561607,25.906959534016785,26.087445831169283,27.671669115603574,29.094806017133568,29.196896470789284,28.129890769094285,27.059761374395002
HKG,16.61959620894643,18.293724059889286,21.296139308107144,24.287196567921434,26.468750000300002,27.619467598946418,27.882048470974986,27.758555820989283,26.978814260957154,24.744187491167857,21.496368408139286,17.9342019217
HND,24.56891656282381,25.09605129212381,26.32579197972461,27.559159778199994,27.718976702288092,27.17405579614484,27.234614175273013,27.416644262794446,27.14842320994563,26.48337712424127,25.63901774069206,24.84920198980159
HRV,3.4557418823513517,4.278329249854245,6.598411778141787,10.13310503280675,14.574014281848894,19.102244786434287,22.111229269633217,21.622535705618215,17.037636239394992,11.863953290592997,7.4364388602809655,4.6297337125060745
HTI,25.470419202975002,25.315321786365185,25.549450193163384,26.11691311438125,26.75236783678929,27.38715716751875,27.996051243251788,28.339517593763386,28.25700841678036,27.763338361487495,27.019506726729457,26.117054258310713
HUN,0.07718372333890984,1.052831513451723,3.8966516765695483,8.271508489569241,13.405102184813751,17.86004856683393,20.389748845400444,19.378406797495096,14.460887500341071,9.05758939455616,4.293597902567162,1.2872837611536816
IDN,27.425496666061587,27.404766976971455,27.63250849751745,27.83129183125755,27.855130135913818,27.598535219481562,27.26231979200774,27.18175565658071,27.328578861586553,27.559671998506357,27.697455794179746,27.624032680985557
IMN,4.305258614542143,4.497671944707143,5.651451111050713,7.949451991451071,10.917100088820716,14.005834307660717,15.539784022614286,14.765171596192857,12.486232212289286,9.303833007810356,6.612803867912858,4.884437561015714
IND,15.968594407435848,18.291495042398548,22.01249329755181,25.71869826259269,28.04191824684353,28.325956081388856,26.844978043899694,25.810764423691104,24.73577665772359,22.54438253178672,19.38418982270887,16.48282044090883
IRL,6.556644575904376,6.530940191945224,7.163263184727812,8.641095978743929,10.777091299221519,13.261875969810268,14.847212383518748,14.69204929912009,13.198838642723663,10.765723091906564,8.565395900214641,7.141772679028749
IRN,5.336162665495892,7.815936300508389,12.402947847775518,17.68570587751296,23.069469175592754,28.074851471046667,30.249976968753224,28.727067023076938,24.273946364549477,18.19571287344986,11.305598917532421,6.437876734745607
IRQ,5.884629222420851,8.572171728760825,13.4138212479756,18.8781265805765,24.50415654859108,29.865259605769115,32.630907222184995,31.69582366980143,26.77972717324428,20.098390470302515,12.27172927871214,7.023692212754126
ISL,-1.2664570580951475,-1.595178422454938,-0.9900160289932654,0.9006616501601583,3.496094476609251,5.897358758070387,7.744651067797976,7.739497411855714,6.048542022728333,3.651524407538595,1.3684489840956078,-0.3235330127786892
ISR,10.141617693352929,11.646795654326569,14.809916469792144,18.54673331118857,22.583797128066433,26.372796195237136,28.578742762318573,28.646560014752858,25.780364772614288,21.24681832473428,15.494374738118283,11.370331682692788
ITA,8.573927597817793,8.871068536604529,10.134036763547474,12.307852136872594,15.505412765002035,19.334230876885957,22.294220152006783,22.497863841862024,19.560231090970298,15.71509748161992,12.178783162687555,9.719582294362796
JAM,26.085562569462496,25.7919376919625,25.883876255803568,26.378058296803577,26.99172810215,27.532877786083933,28.061416626160714,28.417497907323217,28.417104993266076,28.131258283285717,27.604767390803577,26.775568280376785
JOR,7.928042820407805,10.186265595098977,14.352843148389287,18.9984342614,23.76083592005867,28.183791647248977,30.413115520506633,30.062567263147958,26.299285888740826,20.66949229382551,13.747601411396683,9.010510970061175
JPN,5.848777398173746,6.044690253888136,8.434525998702378,12.026564835014051,15.745792331381287,19.22530866915694,21.941656986805828,22.958133554372733,21.14422148518761,16.794206921137228,12.038114590373466,8.178325050744231
KAZ,-8.118683180829041,-6.469806711369267,-0.632213308675598,7.180069294039085,15.10460713281806,21.262514197574152,24.11468543701754,21.8895144782385,14.828659300573715,6.530736335477555,-0.6145433068093281,-5.850150665690441
KEN,24.739235271004873,25.73019855040552,26.34490248464269,26.001320231865577,24.935187550322404,24.21992462922987,23.72773316607127,24.013567144071267,24.805986032573866,24.944607028592703,24.253676575684416,24.06041578774188
KGZ,-8.828713825940232,-6.520403998360119,-1.3320505958235764,4.636474972765498,10.026129858710588,14.700190862279372,17.59849430270309,16.26380765984158,10.781340462669494,3.9262508210383062,-2.193695431676773,-7.108594394701624
KHM,23.621832384251782,25.298127419889642,27.68348737405785,28.898668234792147,28.549498748852148,27.542859758386786,26.933508627947504,26.72561340359143,26.503139931312507,26.02085669411607,25.105297960693928,23.7568212233875
KIR,26.14840371335357,26.194856916250007,26.267451695460718,26.41528647306786,26.725565228982152,26.89162445019642,26.482843671582142,25.894271850464285,25.531436375124997,25.572329929999995,25.84943607881786,26.061514718617854
KNA,24.99378749245715,24.57145363894286,24.52591705313571,24.867847987992857,25.490892682314286,26.111262730457145,26.696156092928568,27.223741804478575,27.453818185192862,27.289071219007145,26.688129970589284,25.782011849407144
KOR,2.0263398033145643,2.939776420483693,6.566564014896433,10.970900535534645,15.295797347956249,19.218590600665625,22.0822196687634,23.03068828590312,20.539761951989732,15.485138893289244,9.937129974427663,4.840700694449393
KWT,11.80253383078238,14.62667483376512,19.496421450613095,24.73086547831191,30.05079977836191,34.997397649796426,37.16227358865357,36.27592213918691,32.241209121060706,26.305737813265473,18.79464503702024,13.071982610707739
