,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
LAO,16.863263665863023,19.79166346956857,24.14771561404762,27.175355820534044,27.369855244566907,26.146685355293577,25.338964625772853,24.972865368389282,24.079930986400235,22.044648524628805,19.506228928004997,17.002468799195096
LBN,9.48417009651143,10.573044913444289,13.297897338599997,17.039688110625,21.383165632353574,25.545307704467856,28.162699018349993,28.221048627425002,25.05433981805,20.291138785485714,14.619931902095,10.774777003512499
LBR,26.31465612088572,27.33613559218036,28.026084354955355,27.81287329523259,27.178817749530804,26.39666625427098,25.628354617445094,25.243347712878574,25.491375378383033,26.007019179517865,26.35927595400983,26.142266137189285
LBY,11.464106910257673,13.730595608308539,17.656964418532844,21.70569048146652,25.660219270361864,28.993880116341014,30.012669349192354,29.266500648272455,26.318460250303254,22.013328455357016,16.420215217765566,12.305842321855678
LCA,25.34234946145,24.96454838284464,24.99868828978571,25.38127572191072,25.938710348480356,26.457129342014287,26.954474313380356,27.441232953830358,27.640602656862505,27.471591949432145,26.980086735175,26.11341694387321
LIE,-0.18795340404717856,0.46522521994423555,2.4399087089656786,5.8995906285610715,10.296335492698928,14.315962655457147,16.33727155427857,15.175775800421428,11.510486057966073,7.141796657075714,3.267687116312857,0.7994188580981428
LKA,26.860525948242138,27.14953678689285,28.221809169177863,29.328048487537142,29.47304098969501,28.523975045072152,27.938650948677857,27.76000039194785,27.745763506125,27.766939871802865,27.64235512869714,27.175420052411425
LSO,20.330811091281248,20.034701756531245,18.93168285905179,16.485091890858925,12.823327745692323,10.192538670003929,9.915624618455984,12.254758289960177,15.628695624275892,17.737239837833037,18.833483832191963,19.90040888092143
LTU,-3.042166418020307,-2.987951317482429,-0.17447927029699267,5.09935511381602,11.131887319332247,15.858136391259848,18.259137678731122,16.871899196238775,12.103329405607964,6.886777293930663,2.1703525465311517,-1.235832681514853
LUX,2.7935725621064647,3.4346934728128566,5.179917471635714,8.272144862545357,12.112229483054282,15.824786595328566,17.795039585817857,16.793727330114283,13.447495597028574,9.207107543914644,5.690867832697857,3.5657512119935713
LVA,-4.230066208532331,-4.3824805608602775,-1.5020242116642881,3.8811440846024383,10.015044923802579,14.857641431730432,17.356445433918495,15.936745295145672,11.25446743463869,6.115696256147143,1.4349764869456183,-2.1969612969759162
MAC,16.61959620894643,18.293724059889286,21.296139308107144,24.287196567921434,26.468750000300002,27.619467598946418,27.882048470974986,27.758555820989283,26.978814260957154,24.744187491167857,21.496368408139286,17.9342019217
MAR,11.357065636900643,13.158959361443197,15.79462193058984,18.4604146145791,21.56722177737179,24.86634728574304,27.690277154014645,27.569548688241973,24.696013259865897,20.072030149963215,15.273533957724803,12.03359614747684
MCO,6.328267778564286,6.893639700899643,8.347649710369643,10.668619428119642,14.005117144228572,17.893571036067858,20.834250314021432,20.70268249491429,17.33439527266071,13.137103489507142,9.586321149376785,7.272011893053214
MDA,-0.5839120048187185,0.25526101260740286,3.649630301173493,8.965912955188855,14.87629307344429,19.78436715291857,22.719967433369998,21.76481279650786,16.128975569028572,9.959058053482716,4.463934762126669,1.0192940849297183
MDG,26.346965332181576,26.369903434216855,26.13015136725543,25.314189671295143,23.75436902763315,22.211761431327428,21.444876796193856,21.81471413741872,23.111734270623142,24.755093906848142,25.75859004424957,26.172214224453143
MDV,27.885249546952227,27.82481588612009,28.10362734105535,28.66737406591429,28.877300126477234,28.558781760193295,28.236409595687945,28.123351233387943,28.099442618847775,28.092134475807146,28.216136114870977,28.108991350818748
MEX,16.190672213445122,17.22210459264312,19.336358301022763,22.05010396940973,24.379694553365876,25.94688676580763,26.59381958029141,26.549004838832854,25.265204885640788,22.63258178862875,19.407835016710127,16.784915378822074
MHL,26.910802568378056,26.73117174434132,26.897984407161232,27.20072516607704,27.512881220323468,27.817142409026022,28.025531846509697,28.22661030072194,28.311681007880612,28.222330209843875,27.945195412258165,27.439154800022447
MKD,4.730523245724973,5.568105643056799,7.949860491157,11.533408028861071,16.02267107307714,20.82801818864929,24.207551356749295,23.854182651572142,18.857329014525,13.304918779698287,8.679124886752001,5.970799909445546
MLI,19.737978675556324,22.716770791184747,26.648108444703325,29.981170456285973,32.069054690608695,32.75274187526851,32.21885874310731,31.219099663935804,30.457481334832966,28.51349503607646,24.33090683036185,20.234330164385767
MLT,14.596578325210713,14.396454947878572,14.89647347595,15.987821306614284,18.008277892775,20.950872148053573,23.904485429582138,25.10896083304643,23.760286603946433,21.294944763457142,18.429490225860715,15.954500470400001
MMR,17.036429746177067,19.632604769777366,23.21989154806067,26.038082293248944,26.70998849211175,25.80049845157165,24.92889462190424,24.608469179709598,24.01495174006038,22.307849372790383,19.697068656872116,17.231695549895367
MNE,3.915317535394204,4.711653845447089,7.0090312958034815,10.57851001195866,15.005392619545532,19.660870415755358,22.89305196441429,22.574041638527685,17.72810282037589,12.37149974265768,7.885510853135714,5.136244092583603
MNG,-17.923470960416978,-14.768708295354001,-7.31748558362959,1.0076998186018353,8.745809671843839,15.247871118750016,18.27172476328706,15.534817489404176,8.411902828661653,0.05634955602052359,-8.418851369757954,-15.727161220642069
MNP,26.540075029700006,26.15751266518393,26.30176980163929,26.846899304960715,27.474794660521432,28.089053017666078,28.362969534707137,28.500105176476783,28.586240495746427,28.510938372408926,28.072519030194645,27.286624363010706
MOZ,25.83858182858907,25.57477252500325,25.086579723074347,24.060369053600542,22.16775829758669,20.49991396316786,20.121078557458222,21.478605757903463,24.14981468790509,26.352347072071748,26.701788700228466,26.113920401583766
MRT,18.305897332563518,21.015017610879852,24.551702590579218,27.542774801128935,30.11648612672574,32.08931164879524,32.85263083866612,32.32129364611209,30.99110904476026,28.016714969509618,23.145111391603756,18.92729287599229
MUS,26.752205439942866,27.252279009410717,27.240474700416076,26.56435557797857,25.281069074492866,23.86568178416964,22.821166991760716,22.3860898697375,22.42413766074107,23.09841701013036,24.387217385812498,25.787149157046425
MWI,23.73934914659179,23.48086133655143,23.09260984168286,22.220074571431073,20.456873757562857,18.844655609255,18.68408878880393,20.417363084538213,23.562519945543574,26.104978397426066,26.038667187944643,24.45182865658214
MYS,26.152488423748448,26.298239050544563,26.855670763039758,27.334767644154663,27.59574795381584,27.487575507462886,27.220519166489282,27.149227829583374,27.13034877415124,27.016531902998597,26.844175823927483,26.477887597787877
NAM,25.006051853695595,24.76784275619155,24.30802314399619,22.640283057692503,19.671344466366186,17.058093624464416,16.49908476345411,18.418813469219707,21.543680318297028,23.986752465565605,24.903710501628574,25.119051033989763
NCL,26.710672287589283,27.316414969502382,27.139798300150602,26.186724163339285,24.623179299389882,23.179158165308927,22.14691289279048,21.787093207880357,22.064713614029763,22.811595190456547,24.06125877042619,25.55473545592916
NER,17.31788584593922,20.209271884585572,24.581333172546596,28.58317418862143,30.734442751926743,31.55838496813148,31.205435312195192,30.163381785645516,29.308243963599086,27.135449558177157,22.36770662794634,17.96497433680665
NGA,23.222585405978684,25.534815801003358,28.16698980935941,29.024769143150973,28.37546787054762,27.560404822764717,26.622464861562438,25.952341121100005,26.421960740119268,26.782292585283113,25.643518192297396,23.378067776661574
NIC,25.796948023954368,26.227852473311906,27.128361050994442,28.034949408792066,28.059274341075003,27.372232588700005,27.351045880783726,27.606414068748418,27.499774266921822,27.044060843184532,26.50674620156071,25.982061234301987
NLD,3.9682450587103406,4.060233602738093,5.173452104906938,7.668090353154133,11.10276483023495,14.55585152741449,16.693514143022448,16.339863368339792,13.802725344273977,10.270586597465714,7.098311288064082,4.9489490743303985
NOR,-5.85958589830554,-6.029154242380021,-4.188275260710889,-0.15460585225398785,4.385317599748696,8.866755548591097,10.959251669642322,9.808616531946672,6.5300107417967945,2.471890811731161,-1.4256658254979815,-4.395653302660214
NPL,2.3545913202205973,4.957149703909283,9.412091639054426,14.319835415190727,18.19059089601714,19.873855986863862,19.177013843491494,17.890516900578117,15.772874707999524,11.558858103786806,6.794156557695414,3.127974473102228
NRU,27.447567531082143,27.325246538603572,27.388525826200002,27.443347386121424,27.539826529935713,27.67830657935,27.661146980767853,27.464069911539287,27.315424238342853,27.29458400162857,27.47767639108215,27.602176121628563
NZL,15.85181586614954,16.231346948112513,15.422386947727295,13.824863239209032,12.09744099178648,10.702279849631541,9.987822746791144,10.051010054039834,10.6485688735424,11.425137383727668,12.704038230931427,14.434522239905814
OMN,20.055918076720584,21.518080702978573,24.63152653075651,28.317937963277103,31.459631719271215,33.39596378087752,33.02592070720903,32.18321016432101,31.06034504843172,28.45150660725294,24.9430497113458,21.298448194306093
PAK,4.668859614636941,7.756697867540871,12.880468752914494,18.360248859509234,23.02644258635147,26.45566762883256,27.082126435879022,25.68255939375777,22.48851499473069,17.265925872228618,10.925386072265194,5.669001876230969
PAN,27.09907843127246,27.25112946198571,27.5706035070398,27.745225867129587,27.465370800700004,27.001464065473463,26.893141299165812,27.0788510377403,27.190834356671935,27.014066268191332,26.952284365637247,27.049851397883156
PER,22.183628195477723,22.335900919605425,22.24728007539034,21.876849446683423,21.001677762669107,20.20228878685066,20.424005144949074,22.143231619220053,23.1489700357952,22.961188066792054,22.531434218227673,22.226243087195332
PHL,26.288936069505628,26.26790287716222,26.985344603305766,27.896509946179666,28.463071928326645,28.456591092370605,28.14210506088997,28.071621318302608,28.048471723557288,27.872632665414976,27.52160921230082,26.867917113221008
PLW,28.05958230156428,27.87501307908214,27.995980398632145,28.29176548555714,28.597676958775008,28.765251160014284,28.70130920425,28.698632376057144,28.73405565531428,28.646294730160722,28.641521998764283,28.46448407856071
PNG,27.415483284544155,27.370571053845563,27.37085317572316,27.258302069392748,26.96930222294058,26.543791205378025,26.205299047009085,26.210128420681713,26.44797694203279,26.745379988453248,27.088006650435826,27.377675539569484
POL,-0.7413618299603169,-0.33412636670741264,2.1615240915283236,6.675050160374246,12.099944644340221,16.452313498668094,18.65902007571746,17.356804257053177,12.94494562274445,7.987360152145356,3.50828491698553,0.5666395519821296
PRI,25.362104688807147,25.00121797833214,24.99651336695,25.34516688755357,25.974808829158935,26.58680180145536,27.146985735523213,27.59903063103215,27.750816344873215,27.515325818276775,26.935003008216068,26.087164197430365
PRK,-9.158344417549532,-6.636202873779936,-0.22012111123965192,6.842532566722637,13.200388326042434,18.05021360325844,20.728451320254546,20.300228862076303,15.798415741143833,9.018307376011105,1.276953660032866,-5.908325343791795
PRT,12.946609185861506,13.002582394460665,13.574181459410664,14.603606165831374,16.41271015063368,18.969643650605867,21.338122620370665,21.949511547652552,20.786903770420157,18.073650827195156,15.556157949136047,13.841499017605384
PRY,28.625432631339077,28.092763756268067,26.661254946610505,24.24903952889454,20.96012461669475,18.2908659223376,18.284098200010398,21.05366439189286,24.44411718569013,26.443351104725,27.759182521579834,28.492763808122692
PSE,11.159194401034105,12.261475699576069,14.876931326662499,18.116901397425,21.794709886814285,25.37944248753036,27.622648511194647,27.903050558871428,25.458351680396426,21.46559579016429,16.292695726598215,12.461877550571431
PYF,27.528236825143573,27.82928030844072,28.00853968964214,27.955565752448564,27.567995997667854,26.964312961986423,26.454776001255716,26.194916643645715,26.23337925512643,26.49705004013572,26.84290400913643,27.19954725013715
QAT,16.61022486028125,18.980707440994646,23.288089752075898,27.85660171488482,32.192289080460704,35.910436630076795,37.4129698610866,36.738047735758926,33.98948533164643,29.19922774164732,23.20892279511429,18.004664285099107
ROU,0.4683109828586542,1.3615271433188563,4.381659298853805,9.081943766560856,14.433593677326188,19.114303080339763,21.97463269932309,21.24246869743095,16.028321765827616,10.253862507982642,5.110877482099492,1.9166652861761648
RUS,-23.461459644541744,-22.385569922153334,-16.405680307518534,-7.433956774198571,2.2478859625409577,9.919739121020266,12.65820084202134,9.90448656880193,3.549043056369893,-4.930640678210898,-14.330876253276339,-20.72370197371426
RWA,20.472094944769648,21.163706642926787,21.55846677503928,21.564641135010714,21.107005527721423,20.817491803796425,21.041622162000003,21.757087161932144,21.975973402112498,21.303665160919643,20.501519339333928,20.135032108964293
SAU,13.747978093326418,16.45789778118171,21.01089487607769,25.556393617093743,29.592049500010777,32.97368242875082,34.097064863225214,33.34510182792165,30.600210772557315,25.895538011234176,19.924640479235194,14.894542853167327
SDN,20.978289316442105,23.11869020317525,26.100880365322922,28.076999694864494,28.86718241388954,29.369302901156153,29.014852705598422,28.44957646894822,28.1439619215867,26.967090288687153,24.170784722853377,21.357393946036915
SEN,24.244125762746755,26.04057222889026,28.175419795282146,29.456062317300333,29.843693721058433,29.483630588950327,28.63215726380844,28.09540914547241,28.47887519711688,28.873412194058766,27.67227390855552,24.89023382031591
SGP,26.915952410185717,26.947826930410713,27.561992100078566,28.26428876588928,28.686943054421437,28.623847961367854,28.34162248886429,28.176975794975,28.1345509121,28.066961015967852,27.83858163059286,27.39244624502857
SLB,28.6533642065013,28.664419991407787,28.643334722939933,28.608301434837667,28.43908721177467,28.083423366614934,27.702209671032787,27.583848730082156,27.719054085750003,27.950446290302914,28.235995106603244,28.539523731475008
SLE,25.945414640917853,27.185208534760203,28.225478658867356,28.174620492368366,27.517457767532136,26.567020337960713,25.740848774629594,25.341062273369385,25.628712712767854,26.213165438920917,26.52998990432807,25.87499330462193
SLV,24.709696088769643,25.491590227823217,26.959659576596426,28.21426119206786,28.107301439410723,27.22396469078572,27.25242451256072,27.36137226655,26.914781842503565,26.204427446712504,25.501380375082146,24.814736502748215
SMR,4.6893419538131065,5.584423610026428,7.777946472312857,10.899395533873214,15.147893633264285,19.869493756974997,23.125559125839285,22.440084185328573,17.82673862933214,12.661550249842858,8.433929443137142,5.712564740710714
SOM,25.03262209190226,25.809190986480594,27.09366273371595,28.250509316646667,28.74689806993416,28.601279522004642,27.664087313268215,27.441327231394176,27.849538021755595,27.140526145049996,26.159564208698566,25.27533358615738
SRB,1.455982889345367,2.4845128738705013,5.296419007609955,9.505214418863572,14.399654115663884,19.029412133779015,22.00059059733706,21.391651834433038,16.16155242923393,10.459068162014685,5.6317146846121435,2.7109500339377486
STP,27.31798389964643,27.69737788647143,28.17582048679642,28.29986953734286,28.095840999416065,27.59477397430893,26.94649669028036,26.57345526538393,26.691555568046425,26.965103694583927,27.146026611292857,27.27299663010714
SUR,27.151505122203183,27.630847506740878,28.291861518696432,28.23870123019008,27.175678798234525,26.14244757773096,26.558845277604764,28.265670534743656,29.48035164518809,29.626898629467853,28.676271105696824,27.499779232126183
SVK,-0.8169538534770903,-0.011794576755249999,2.7992360639898335,7.390561629348164,12.782069147942753,17.142323707803573,19.395402558056126,18.123699421798463,13.371866342750002,8.15576327596551,3.434606435361092,0.41597171708287956
SVN,1.293185097836696,2.2393711635972013,4.715305328253393,8.390004839204463,13.023557935853217,17.484711783612504,20.124371664951788,19.23474066633036,14.691657474830356,9.57113320464411,5.1846553257551795,2.3701487951456746
SWE,-6.946233552936699,-7.122078940743072,-4.614295066415493,0.2902074842931156,5.749533880291248,11.001445861056064,13.351109973584238,11.755333098141582,7.667593365632312,2.953753395687344,-1.5211903405700067,-5.13657426087884
SWZ,22.270534242811607,22.16862542277411,21.315317426393744,19.367137909459824,16.279484612479465,13.945609773653754,13.60220364192455,15.720711299372326,18.79638780849643,20.440243312721428,20.985827582297325,21.777066094285708
SYC,27.74717003936964,27.8398421150875,28.15447889050001,28.33778926318572,27.935576302505357,26.957778930571425,26.144135611287506,25.93791852672143,26.167308807151777,26.68983568478215,27.344887869774997,27.749354771142865
SYR,5.389668510066856,7.413416544406262,11.441544396484733,16.385111218435508,21.678427287328567,26.767669859628274,29.729523431516963,29.19058109434911,24.484257107688983,18.139713105573694,11.058388210485743,6.540258044253032
TCA,24.729020254892863,24.38380977076786,24.42481449682857,24.97201865077857,25.87688991043214,26.811695643721425,27.548274449210716,27.942731584924992,28.00195312448215,27.557996477292853,26.628161838953577,25.54836382216428
TCD,18.280685217116147,21.03468992292756,24.974267635562335,27.913653418908513,29.36348584265995,30.092519902638518,29.674622412704164,28.734519698952557,28.039833172903922,26.42585417051939,22.647356954436315,18.840522584564066
TGO,25.11225019142958,27.31840639704439,29.418470421814792,29.449645528679593,28.389905501952544,27.34829571728265,26.38992091587092,25.804398050015816,26.22242378705204,26.822875665632143,26.630407683838268,25.08771016617143
THA,21.627673689053005,23.97414886466885,27.164995247822,28.96647208050829,28.635568193593,27.25831516773085,26.459126020191142,26.200093601695716,25.84593205021386,24.88282566595843,23.383657357583434,21.633526611447856
TJK,-8.950808979214388,-6.719674836745818,-1.9581764311601304,3.4940289997703036,8.672537939738705,13.657141458172445,16.676152728956605,15.421709878013274,10.24505070241058,3.7731055305709154,-2.390328725146468,-7.339715003866088
TKM,3.089043327072457,5.215949870195305,9.80873908793573,15.866937578512047,22.373803275587726,28.046179682615684,30.551998920352645,28.408915976049535,22.289963953328417,15.201207652498882,8.41433910131239,4.236001151021264
TLS,28.89935498899572,28.644109453893577,28.64732774985072,28.75812094558571,28.483224923386427,27.84843226833429,27.25287933357214,27.0838531494,27.332858058008576,27.965733773625004,28.776306370769998,29.15725010417857
TON,26.890550341249998,27.505230495260715,27.509742737167862,26.81061444999465,25.53497695928571,24.212607792817856,23.28447614386072,22.89423751826428,23.020517621667846,23.619729177883926,24.618925911896433,25.826913560732148
TTO,25.877207437982147,25.820366996091668,26.147996812029753,26.653519039998805,26.998147873298798,27.015778314780952,27.17288571300238,27.70506468305238,27.952503750033326,27.79344177199643,27.241384597353566,26.450940813624992
TUN,11.896277710695964,13.035785633570246,15.30855753155797,17.91380997544203,21.269189436509617,24.995935796739293,27.544402740756322,27.500511001265387,24.650288005683244,20.46911637839835,16.030172997530766,12.847064259887116
TUR,3.9035480756139544,4.796178889599584,7.45235058793074,11.36200421587759,15.987046435079558,20.695891359145673,24.104420453783934,24.07082432890968,19.59108587897732,14.126839315285961,8.741138343516486,5.360099534227648
TUV,28.40599350689048,28.383598690760714,28.393991016200005,28.45231592101428,28.480018251750003,28.436442420211904,28.33567773719167,28.271040416717856,28.266407194526188,28.294535318886908,28.377073378467863,28.438069662010715
TZA,22.840233658838674,23.192797072812755,23.385539152003876,23.01899504331766,22.03034599480214,20.99299428536674,20.780364149232756,21.782690180678163,23.240642470160402,24.10409573937969,23.73628241112653,22.93226237331694
UGA,22.257003868244226,23.331495515203297,23.841765100117858,23.420108334865926,22.49146555818434,22.117767753228577,22.05462503990302,22.4008649048445,22.854298685806867,22.64979410688984,21.883739513048624,21.567731836532424
UKR,-1.7565324744604038,-1.0962118653068544,2.4945904168589523,8.24283995344781,14.525236573261315,19.573945648624083,22.557404187275203,21.501757843895003,15.641040350211487,9.332749814172049,3.801047562612669,0.1373437999544502
URY,26.702813557143752,26.230821609679463,23.849290303070536,19.96951498284866,15.575621332564285,12.612193380150359,12.24327400721853,14.037249428174196,16.68639973206911,19.599777085316074,22.919183458060274,25.52470425184241
USA,-3.5306544221879044,-2.334051373230013,1.119519519359639,6.294055107019745,11.81646268102075,16.48454333066751,18.995610355958714,18.235374272656944,14.13202129764223,8.238007930336343,2.2690251048008867,-1.920439583905076
UZB,-1.7097843911622466,0.46143496772844345,5.718427113034144,12.607900969963442,19.552360456759345,25.22138171346881,27.745437699566843,25.5164364793095,18.830040095168073,11.06595833474256,4.075529526667827,-0.34701689893615434
VCT,25.337678092196427,24.959555489585714,25.001208713803575,25.39010075133214,25.95009612992143,26.472326006642852,26.973738533725005,27.43995557533929,27.618482317271422,27.441074915975005,26.958005632307138,26.10833086316429
VEN,26.14485336664225,26.857180942109384,27.551726890475916,27.62222174773562,26.803255135812957,25.79266077100531,25.648653302450505,26.721615039955918,27.725734632983478,27.690573494102857,26.88138810723378,26.180581664887658
VGB,25.190884181424998,24.77346801737857,24.716416495035723,25.047516959207144,25.682708739960713,26.304834637910712,26.882245744721427,27.384613037117855,27.59309605256428,27.418067932246426,26.841372899032145,25.962768554964278
VIR,25.190884181424998,24.77346801737857,24.716416495035723,25.047516959207144,25.682708739960713,26.304834637910712,26.882245744721427,27.384613037117855,27.59309605256428,27.418067932246426,26.841372899032145,25.962768554964278
VNM,18.857781183149672,20.729853947957775,23.91034712110208,26.521386963979175,27.377042634143606,27.1201888039,26.683798426675445,26.32732650211934,25.432156381152673,23.7594025929756,21.615332194738006,19.345596495130017
VUT,27.871914454535197,28.22921021155102,28.18403407505,27.70555254882194,26.69204291507653,25.577679380907146,24.718352337071938,24.4352658324255,24.708426962190313,25.308896590204593,26.180657990310202,27.15129182807092
WSM,28.28318132644286,28.484973362407146,28.502166747914288,28.407531738503568,27.960367475714285,27.260661534071428,26.6943511966,26.506653921500007,26.68986402231071,27.09554835682143,27.563115800778572,27.976998465371423
YEM,19.91212993456055,21.522082391135232,24.3007871949789,27.206242499480034,29.814733778207145,31.545883178591232,31.02432275728636,30.190011458311854,29.505712137269636,27.00865247663734,24.007362960556495,20.871931942497245
ZAF,23.008625887018173,22.82590813816709,21.7248840332345,19.170672736942034,15.62711574502967,13.055675962881727,12.50333593604027,14.263437588252865,17.2299251722556,19.719745802887672,21.240617913544018,22.445601060564606
ZMB,22.658847082635123,22.560481262295944,22.447131565390002,21.834060523862263,20.20757083037024,18.45599746718464,18.41169077547881,20.670237041988454,24.226367841104288,26.02988902495286,24.660687074373694,23.114810144734637
ZWE,24.55591855772857,24.152473586082372,23.590451444934377,22.233021122894865,19.66959626295491,17.490968295012497,17.263989516859148,19.623576163853794,23.91666323779732,26.753997666813166,26.110335895319643,24.903312819255582
